Phase,Indicator,Group,State,Subgroup,Time Period,Time Period Label,Value
One,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",8,June 18 - June 23,28.1
One,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",8,June 18 - June 23,20.1
One,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",8,June 18 - June 23,34.1
One,Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,8,June 18 - June 23,31.4
One,Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,8,June 18 - June 23,28.8
One,Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,8,June 18 - June 23,28.6
One,Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,8,June 18 - June 23,18.2
One,Symptoms of Depressive Disorder,By State,Alabama,Alabama,8,June 18 - June 23,27.5
One,Symptoms of Depressive Disorder,By State,Alaska,Alaska,8,June 18 - June 23,25.7
One,Symptoms of Depressive Disorder,By State,Arizona,Arizona,8,June 18 - June 23,28.9
One,Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,8,June 18 - June 23,28.7
One,Symptoms of Depressive Disorder,By State,California,California,8,June 18 - June 23,26.4
One,Symptoms of Depressive Disorder,By State,Colorado,Colorado,8,June 18 - June 23,23
One,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,8,June 18 - June 23,28.7
One,Symptoms of Depressive Disorder,By State,Delaware,Delaware,8,June 18 - June 23,22.9
One,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,8,June 18 - June 23,31
One,Symptoms of Depressive Disorder,By State,Florida,Florida,8,June 18 - June 23,28.8
One,Symptoms of Depressive Disorder,By State,Georgia,Georgia,8,June 18 - June 23,27.9
One,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,8,June 18 - June 23,18.3
One,Symptoms of Depressive Disorder,By State,Idaho,Idaho,8,June 18 - June 23,23
One,Symptoms of Depressive Disorder,By State,Illinois,Illinois,8,June 18 - June 23,23.8
One,Symptoms of Depressive Disorder,By State,Indiana,Indiana,8,June 18 - June 23,23.7
One,Symptoms of Depressive Disorder,By State,Iowa,Iowa,8,June 18 - June 23,26.1
One,Symptoms of Depressive Disorder,By State,Kansas,Kansas,8,June 18 - June 23,24.4
One,Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,8,June 18 - June 23,29
One,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,8,June 18 - June 23,35.6
One,Symptoms of Depressive Disorder,By State,Maine,Maine,8,June 18 - June 23,19
One,Symptoms of Depressive Disorder,By State,Maryland,Maryland,8,June 18 - June 23,22
One,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,8,June 18 - June 23,22.8
One,Symptoms of Depressive Disorder,By State,Michigan,Michigan,8,June 18 - June 23,23.3
One,Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,8,June 18 - June 23,21.5
One,Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,8,June 18 - June 23,29.3
One,Symptoms of Depressive Disorder,By State,Missouri,Missouri,8,June 18 - June 23,25
One,Symptoms of Depressive Disorder,By State,Montana,Montana,8,June 18 - June 23,21.6
One,Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,8,June 18 - June 23,22.1
One,Symptoms of Depressive Disorder,By State,Nevada,Nevada,8,June 18 - June 23,32.5
One,Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,8,June 18 - June 23,23
One,Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,8,June 18 - June 23,24.4
One,Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,8,June 18 - June 23,29.4
One,Symptoms of Depressive Disorder,By State,New York,New York,8,June 18 - June 23,24.2
One,Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,8,June 18 - June 23,22.5
One,Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,8,June 18 - June 23,25.1
One,Symptoms of Depressive Disorder,By State,Ohio,Ohio,8,June 18 - June 23,21.5
One,Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,8,June 18 - June 23,33.2
One,Symptoms of Depressive Disorder,By State,Oregon,Oregon,8,June 18 - June 23,31
One,Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,8,June 18 - June 23,27.3
One,Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,8,June 18 - June 23,22.1
One,Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,8,June 18 - June 23,22.4
One,Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,8,June 18 - June 23,21.7
One,Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,8,June 18 - June 23,26.8
One,Symptoms of Depressive Disorder,By State,Texas,Texas,8,June 18 - June 23,25.6
One,Symptoms of Depressive Disorder,By State,Utah,Utah,8,June 18 - June 23,27.3
One,Symptoms of Depressive Disorder,By State,Vermont,Vermont,8,June 18 - June 23,18.4
One,Symptoms of Depressive Disorder,By State,Virginia,Virginia,8,June 18 - June 23,26.9
One,Symptoms of Depressive Disorder,By State,Washington,Washington,8,June 18 - June 23,26.4
One,Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,8,June 18 - June 23,30.2
One,Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,8,June 18 - June 23,15.7
One,Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,8,June 18 - June 23,17.6
One,Symptoms of Anxiety Disorder,National Estimate,United States,United States,8,June 18 - June 23,31.2
One,Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,8,June 18 - June 23,42.8
One,Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,8,June 18 - June 23,36
One,Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,8,June 18 - June 23,34
One,Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,8,June 18 - June 23,32.4
One,Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,8,June 18 - June 23,23.1
One,Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,8,June 18 - June 23,14.8
One,Symptoms of Anxiety Disorder,By Age,United States,80 years and above,8,June 18 - June 23,11.4
One,Symptoms of Anxiety Disorder,By Gender,United States,Male,8,June 18 - June 23,27.4
One,Symptoms of Anxiety Disorder,By Gender,United States,Female,8,June 18 - June 23,34.8
One,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,8,June 18 - June 23,36.5
One,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",8,June 18 - June 23,29.8
One,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",8,June 18 - June 23,32.6
One,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",8,June 18 - June 23,23
One,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",8,June 18 - June 23,39.7
One,Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,8,June 18 - June 23,36.6
One,Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,8,June 18 - June 23,32.7
One,Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,8,June 18 - June 23,33.7
One,Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,8,June 18 - June 23,26
One,Symptoms of Anxiety Disorder,By State,Alabama,Alabama,8,June 18 - June 23,33.7
One,Symptoms of Anxiety Disorder,By State,Alaska,Alaska,8,June 18 - June 23,31.8
One,Symptoms of Anxiety Disorder,By State,Arizona,Arizona,8,June 18 - June 23,34.7
One,Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,8,June 18 - June 23,32.7
One,Symptoms of Anxiety Disorder,By State,California,California,8,June 18 - June 23,34.4
One,Symptoms of Anxiety Disorder,By State,Colorado,Colorado,8,June 18 - June 23,26.7
One,Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,8,June 18 - June 23,34.5
One,Symptoms of Anxiety Disorder,By State,Delaware,Delaware,8,June 18 - June 23,23.6
One,Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,8,June 18 - June 23,39.6
One,Symptoms of Anxiety Disorder,By State,Florida,Florida,8,June 18 - June 23,33.3
One,Symptoms of Anxiety Disorder,By State,Georgia,Georgia,8,June 18 - June 23,32.6
One,Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,8,June 18 - June 23,22.9
One,Symptoms of Anxiety Disorder,By State,Idaho,Idaho,8,June 18 - June 23,28.3
One,Symptoms of Anxiety Disorder,By State,Illinois,Illinois,8,June 18 - June 23,30.6
One,Symptoms of Anxiety Disorder,By State,Indiana,Indiana,8,June 18 - June 23,30.6
One,Symptoms of Anxiety Disorder,By State,Iowa,Iowa,8,June 18 - June 23,32.4
One,Symptoms of Anxiety Disorder,By State,Kansas,Kansas,8,June 18 - June 23,29.4
One,Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,8,June 18 - June 23,33.2
One,Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,8,June 18 - June 23,41.3
One,Symptoms of Anxiety Disorder,By State,Maine,Maine,8,June 18 - June 23,24.1
One,Symptoms of Anxiety Disorder,By State,Maryland,Maryland,8,June 18 - June 23,30.1
One,Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,8,June 18 - June 23,27.9
One,Symptoms of Anxiety Disorder,By State,Michigan,Michigan,8,June 18 - June 23,27.4
One,Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,8,June 18 - June 23,25
One,Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,8,June 18 - June 23,31.8
One,Symptoms of Anxiety Disorder,By State,Missouri,Missouri,8,June 18 - June 23,28.3
One,Symptoms of Anxiety Disorder,By State,Montana,Montana,8,June 18 - June 23,27.8
One,Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,8,June 18 - June 23,25
One,Symptoms of Anxiety Disorder,By State,Nevada,Nevada,8,June 18 - June 23,38.4
One,Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,8,June 18 - June 23,31.2
One,Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,8,June 18 - June 23,30.8
One,Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,8,June 18 - June 23,39
One,Symptoms of Anxiety Disorder,By State,New York,New York,8,June 18 - June 23,26.9
One,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,8,June 18 - June 23,29.1
One,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,8,June 18 - June 23,28.7
One,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,8,June 18 - June 23,27.7
One,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,8,June 18 - June 23,39
One,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,8,June 18 - June 23,37.1
One,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,8,June 18 - June 23,32.7
One,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,8,June 18 - June 23,28.2
One,Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,8,June 18 - June 23,31.4
One,Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,8,June 18 - June 23,24.2
One,Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,8,June 18 - June 23,30.8
One,Symptoms of Anxiety Disorder,By State,Texas,Texas,8,June 18 - June 23,32.1
One,Symptoms of Anxiety Disorder,By State,Utah,Utah,8,June 18 - June 23,33.3
One,Symptoms of Anxiety Disorder,By State,Vermont,Vermont,8,June 18 - June 23,25
One,Symptoms of Anxiety Disorder,By State,Virginia,Virginia,8,June 18 - June 23,31.9
One,Symptoms of Anxiety Disorder,By State,Washington,Washington,8,June 18 - June 23,30.5
One,Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,8,June 18 - June 23,34.7
One,Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,8,June 18 - June 23,21.3
One,Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,8,June 18 - June 23,23.7
One,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,8,June 18 - June 23,36.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,8,June 18 - June 23,50
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,8,June 18 - June 23,40.8
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,8,June 18 - June 23,38.5
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,8,June 18 - June 23,36.3
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,8,June 18 - June 23,27.4
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,8,June 18 - June 23,19.3
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,8,June 18 - June 23,14.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender,United States,Male,8,June 18 - June 23,32.4
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender,United States,Female,8,June 18 - June 23,39.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,8,June 18 - June 23,42.3
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",8,June 18 - June 23,34.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",8,June 18 - June 23,39.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",8,June 18 - June 23,27.8
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",8,June 18 - June 23,45.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,8,June 18 - June 23,43.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,8,June 18 - June 23,38.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,8,June 18 - June 23,39.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,8,June 18 - June 23,29.2
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,8,June 18 - June 23,38
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,8,June 18 - June 23,37.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,8,June 18 - June 23,40.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,8,June 18 - June 23,38.2
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,8,June 18 - June 23,39.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,8,June 18 - June 23,31.4
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,8,June 18 - June 23,39.4
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,8,June 18 - June 23,30.9
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,8,June 18 - June 23,43.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,8,June 18 - June 23,39.7
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,8,June 18 - June 23,36.3
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,8,June 18 - June 23,29.4
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,8,June 18 - June 23,31.7
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,8,June 18 - June 23,34.2
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,8,June 18 - June 23,35.9
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,8,June 18 - June 23,37.4
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,8,June 18 - June 23,32.9
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,8,June 18 - June 23,38.3
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,8,June 18 - June 23,46.8
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,8,June 18 - June 23,28.7
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,8,June 18 - June 23,33.3
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,8,June 18 - June 23,33.7
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,8,June 18 - June 23,31.9
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,8,June 18 - June 23,30.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,8,June 18 - June 23,37.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,8,June 18 - June 23,32.9
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,8,June 18 - June 23,30.9
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,8,June 18 - June 23,31.2
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,8,June 18 - June 23,45.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,8,June 18 - June 23,34.4
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,8,June 18 - June 23,34.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,8,June 18 - June 23,42.5
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,8,June 18 - June 23,32.9
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,8,June 18 - June 23,34.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,8,June 18 - June 23,33
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,8,June 18 - June 23,31.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,8,June 18 - June 23,44.5
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,8,June 18 - June 23,42.4
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,8,June 18 - June 23,39.8
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,8,June 18 - June 23,32.9
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,8,June 18 - June 23,34.4
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,8,June 18 - June 23,31
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,8,June 18 - June 23,36.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,8,June 18 - June 23,36.2
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,8,June 18 - June 23,37.2
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,8,June 18 - June 23,27.9
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,8,June 18 - June 23,36.9
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,8,June 18 - June 23,34.7
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,8,June 18 - June 23,38.4
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,8,June 18 - June 23,24.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,8,June 18 - June 23,28.4
One,Symptoms of Depressive Disorder,National Estimate,United States,United States,9,June 25 - June 30,26.9
One,Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,9,June 25 - June 30,36.6
One,Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,9,June 25 - June 30,30.7
One,Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,9,June 25 - June 30,27.7
One,Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,9,June 25 - June 30,27.1
One,Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,9,June 25 - June 30,20.5
One,Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,9,June 25 - June 30,16.1
One,Symptoms of Depressive Disorder,By Age,United States,80 years and above,9,June 25 - June 30,15.2
One,Symptoms of Depressive Disorder,By Gender,United States,Male,9,June 25 - June 30,25
One,Symptoms of Depressive Disorder,By Gender,United States,Female,9,June 25 - June 30,28.8
One,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,9,June 25 - June 30,31.1
One,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",9,June 25 - June 30,24.9
One,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",9,June 25 - June 30,30.9
One,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",9,June 25 - June 30,21.5
One,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",9,June 25 - June 30,36.8
One,Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,9,June 25 - June 30,37.1
One,Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,9,June 25 - June 30,28.7
One,Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,9,June 25 - June 30,30
One,Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,9,June 25 - June 30,19.4
One,Symptoms of Depressive Disorder,By State,Alabama,Alabama,9,June 25 - June 30,26.5
One,Symptoms of Depressive Disorder,By State,Alaska,Alaska,9,June 25 - June 30,23.8
One,Symptoms of Depressive Disorder,By State,Arizona,Arizona,9,June 25 - June 30,32.7
One,Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,9,June 25 - June 30,29.6
One,Symptoms of Depressive Disorder,By State,California,California,9,June 25 - June 30,27.6
One,Symptoms of Depressive Disorder,By State,Colorado,Colorado,9,June 25 - June 30,26.1
One,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,9,June 25 - June 30,24
One,Symptoms of Depressive Disorder,By State,Delaware,Delaware,9,June 25 - June 30,25.4
One,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,9,June 25 - June 30,27.6
One,Symptoms of Depressive Disorder,By State,Florida,Florida,9,June 25 - June 30,31.8
One,Symptoms of Depressive Disorder,By State,Georgia,Georgia,9,June 25 - June 30,31.4
One,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,9,June 25 - June 30,28.2
One,Symptoms of Depressive Disorder,By State,Idaho,Idaho,9,June 25 - June 30,29.5
One,Symptoms of Depressive Disorder,By State,Illinois,Illinois,9,June 25 - June 30,28.1
One,Symptoms of Depressive Disorder,By State,Indiana,Indiana,9,June 25 - June 30,26.2
One,Symptoms of Depressive Disorder,By State,Iowa,Iowa,9,June 25 - June 30,23.1
One,Symptoms of Depressive Disorder,By State,Kansas,Kansas,9,June 25 - June 30,20.9
One,Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,9,June 25 - June 30,26.4
One,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,9,June 25 - June 30,32.2
One,Symptoms of Depressive Disorder,By State,Maine,Maine,9,June 25 - June 30,23.8
One,Symptoms of Depressive Disorder,By State,Maryland,Maryland,9,June 25 - June 30,22.1
One,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,9,June 25 - June 30,24.2
One,Symptoms of Depressive Disorder,By State,Michigan,Michigan,9,June 25 - June 30,23.5
One,Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,9,June 25 - June 30,22.3
One,Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,9,June 25 - June 30,34.4
One,Symptoms of Depressive Disorder,By State,Missouri,Missouri,9,June 25 - June 30,25.6
One,Symptoms of Depressive Disorder,By State,Montana,Montana,9,June 25 - June 30,22.2
One,Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,9,June 25 - June 30,22
One,Symptoms of Depressive Disorder,By State,Nevada,Nevada,9,June 25 - June 30,26.8
One,Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,9,June 25 - June 30,24.3
One,Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,9,June 25 - June 30,24.2
One,Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,9,June 25 - June 30,29.7
One,Symptoms of Depressive Disorder,By State,New York,New York,9,June 25 - June 30,23.9
One,Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,9,June 25 - June 30,22.7
One,Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,9,June 25 - June 30,25
One,Symptoms of Depressive Disorder,By State,Ohio,Ohio,9,June 25 - June 30,23.3
One,Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,9,June 25 - June 30,32.8
One,Symptoms of Depressive Disorder,By State,Oregon,Oregon,9,June 25 - June 30,27.1
One,Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,9,June 25 - June 30,26.5
One,Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,9,June 25 - June 30,24
One,Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,9,June 25 - June 30,28.9
One,Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,9,June 25 - June 30,25.1
One,Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,9,June 25 - June 30,30.5
One,Symptoms of Depressive Disorder,By State,Texas,Texas,9,June 25 - June 30,28.2
One,Symptoms of Depressive Disorder,By State,Utah,Utah,9,June 25 - June 30,26
One,Symptoms of Depressive Disorder,By State,Vermont,Vermont,9,June 25 - June 30,22.3
One,Symptoms of Depressive Disorder,By State,Virginia,Virginia,9,June 25 - June 30,24.2
One,Symptoms of Depressive Disorder,By State,Washington,Washington,9,June 25 - June 30,31.1
One,Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,9,June 25 - June 30,34.5
One,Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,9,June 25 - June 30,19
One,Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,9,June 25 - June 30,23.4
One,Symptoms of Anxiety Disorder,National Estimate,United States,United States,9,June 25 - June 30,33
One,Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,9,June 25 - June 30,42.4
One,Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,9,June 25 - June 30,38.9
One,Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,9,June 25 - June 30,35.4
One,Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,9,June 25 - June 30,33.9
One,Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,9,June 25 - June 30,25
One,Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,9,June 25 - June 30,18.6
One,Symptoms of Anxiety Disorder,By Age,United States,80 years and above,9,June 25 - June 30,16.2
One,Symptoms of Anxiety Disorder,By Gender,United States,Male,9,June 25 - June 30,29
One,Symptoms of Anxiety Disorder,By Gender,United States,Female,9,June 25 - June 30,36.7
One,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,9,June 25 - June 30,37
